M$,NSF - Cosmology
0.98488,"AST-0206329<br/>Stubbs<br/>A recent convergence of observational results has led cosmologists to the surprising conclusion that not only is the Universe expanding, but that the rate of expansion is increasing. This can be thought of as anti-gravity between regions of the vacuum. It appears that the Universe at present is dominated by the gravitational effect of this mysterious Dark Energy. Distant supernovae (exploding stars) provide a means to map out the history of the expansion of the Universe, and can be used to distinguish between different scenarios for the physics that drives an accelerating expansion. This project will detect and monitor over 200 supernovae in order to test different hypotheses for the nature of the Dark Energy."
0.597336,"AST-0307690<br/>Hernquist<br/>This project is a coordinated effort to study the relationship between the diffuse intergalactic medium (IGM) and stars and galaxies. Numerical simulations will address the formation of the first stars, of pre-galactic objects, and of galaxies, emphasizing the various forms of feedback connecting those beasties to the IGM (radiative effects, chemical enrichment, and kinetic and thermal injection of energy). The principal answers to be expected from this research include the extent to which feedback affects things, when and how the Universe changed gears between the different eras (was chemical enrichment a primary factor?), what were the galactic building blocks - how did they differ from the first stars, do they have observable consequences - and when and how the IGM acquired its metals. Varying the resolution and using two different numerical methods will help to validate the results and ensure convergence, since this is the first attempt to include the relevant physical effects in a proper cosmological context.<br/><br/>All developed computer programs, including the different ways of coding the various physical processes, will be released for community use. In particular, this includes the 'flagship' adaptive mesh refinement code known as Enzo.<br/>***"
0.098223,"9704155 Hunter The proposal is to study a number of nonlinear partial differential equations which model various physical and biological systems. The first equation is a free-boundary value problem which models the deposition of surfactant on a surface by a liquid droplet. There is a complex interaction between the motion of the droplet on the surface and the deposition of surfactant. The second equation is a system of reaction-diffusion equations which models an islet of beta-cells in the pancreas. The aim of Professor Hunter's research is to understand the collective dynamics of the beta-cells and the formation of spatial patterns in an islet. The third equation is a two dimensional Burgers equation which models the diffraction and reflection of weak shock waves in two space dimensions, where there are longstanding discrepancies between theory and experiment. The fourth equation is a modulation equation which describes the propagation of nonlinear gravitational waves in Einstein's theory of general relativity. Professor Hunter proposes to study this equation with the aim of understanding the formation of space-time singularities in a nonlinear gravitational wave. Mathematical models of physical and biological systems provide a way to understand, predict, and control the behavior of those systems. The proposed research involves the study of a number of mathematical models of systems of importance in engineering, biology, and basic science. One model describes the deposition of surfactant on a surface by droplets. Surface deposition has many applications in materials science, including the printing of very small structures on surfaces for the control of fluids, and as an experimental means of preparing liquid crystal display screens. A second model describes the collective behavior of beta-cells in the pancreas. These cells produce insulin and play a central role in diseases like diabetes. A third model describes the propagation of shock waves, which are generated by transonic or supersonic aircraft, in turbines, and in many other high-speed fluid flows. The mathematical theory of shock waves remains very poorly understood. The fourth model is a set of equations which describe the propagation of nonlinear gravitational waves in Einstein's general theory of relativity. The general theory of relativity is the fundamental physical theory of gravity, and it describes the large scale cosmological structure of the universe. The main obstacle to understanding the predictions of the theory is the nonlinearity of the Einstein equations. This work is directed towards an increased understanding of the effects of this nonlinearity."
0.039553,"AST-1009544/1008330/1009113<br/>Pitman/Hofmeister/Speck<br/><br/>Understanding the nature and formation of cosmic dust is crucial to our understanding of the Universe. The absorption, scattering, and re-emission of light by cosmic dust has a profound effect on the interpretation of observed spectral signatures and radiative transfer processes in a variety of astronomical objects. Dust is crucial to star formation processes, and understanding the dust at high redshift is vital to cosmological models and dark energy studies. To account properly for energy budgets in astrophysical environments requires an understanding of the physical properties of the dust, gained from several types of laboratory data: (1) absorbance spectra, which can be compared to observational spectra, and (2) reflectivity spectra, which may be used to derive (3) optical functions. However, quality laboratory data are not available for many of the compounds believed to exist in space, particularly at ultraviolet and visible (UV-vis) wavelengths. This project will provide all three forms of UV-vis laboratory data for a suite of solid-state materials found in meteorites and in the condensation sequence. The major goals are: (1) Determine the spectral behavior of selected silicates, sulfides, oxides, glasses, and other materials that may be present in space; (2) Determine optical functions for these materials; and (3) Apply these data to outstanding questions in astronomy, and make all of the data available to the astronomical community.<br/><br/>This research will broaden the participation of under-represented groups and enhance the infrastructure for research and education. The synergistic, cross-disciplinary study involves scientists in astrophysics, mineral physics, and planetary science, using laboratory, observational, and theoretical modeling techniques. Laboratory fundamental research for astrophysics is at a critical stage and this work will train new U.S. researchers and students in this area, matching personnel with underutilized but available equipment. The female lead researchers are all strong role models for women in science, and have strong histories of public outreach and active mentorship of undergraduate, graduate, and K-12 students."
0.095697,"Abstract, Proposal 0309648, Hunter, University of California-Davis<br/><br/>Title: Nonlinear wave propagation<br/><br/>This project addresses fundamental and poorly understood issues in the<br/>theory of hyperbolic conservation laws,such as the ones that model<br/>compressible fluid mechanics. It also addresses problems in<br/>incompressible fluid mechanics and general relativity, and applies the<br/>results to a variety of important physical problems. A common theme of<br/>much of the proposed work is how nonlinearity leads to the formation<br/>and propagation of various kinds of singularities, such as shock waves<br/>in compressible fluids, or space-time singularities in general<br/>relativity. Specific topics proposed for study are the following:<br/>shock wave reflection; shock wave propagation in random media;<br/>nonlinear hyperbolic surface waves in elasticity and<br/>magnetohydrodynamics; the Prandtl boundary layer equations and<br/>vorticity wave, mean flow interactions in incompressible fluid<br/>mechanics; and the effect of nonlinearity on gravitational waves in<br/>general relativity.<br/><br/>Waves (such as sound waves, seismic waves, light waves, quantum<br/>mechanical waves,or gravitational waves) are a central feature of many<br/>physical systems, from the atomic to the cosmological scales. At lower<br/>intensities, waves superpose and they may be described by linear<br/>theories, but at higher intensities nonlinear effects becomes<br/>significant, leading to qualitatively new phenomena (like shock waves<br/>and solitons). Nonlinear waves are much more difficult to analyse<br/>mathematically than linear waves, and are often of great practical<br/>importance. For example, shock waves form around aircraft that travel<br/>close to the speed of sound. One aim of this project is to study<br/>basic, but not fully understood, shock wave phenomena, such as their<br/>reflection from walls. Among other topics, the project also includes a<br/>study of nonlinear surface waves, such as the Rayleigh waves which are<br/>generated by earthquakes and are used in a variety of ultrasonic<br/>devices, and a study of the formation and propagation of space-time<br/>singularities in gravitational waves."
0.025,"AST-0507562<br/>Frieman<br/><br/>One of today's most pressing open issues is to understand the nature of the dark energy apparently responsible for the accelerating expansion of the Universe. This project will carry out a one hundred square degree multi-band optical survey of the southern sky, in conjunction with even deeper images of smaller fields, coordinated with a millimeter-wave survey that will map the cosmic microwave background (CMB) to detect galaxy clusters out to moderate redshifts. These coordinated surveys will enable the most precise cosmological study to date with galaxy clusters, and will enable complementary studies of the dark energy using supernova distances, cosmic shear, and the galaxy power spectrum. This research will use the NSF-supported Blanco telescope at the Cerro Tololo Interamerican Observatory, and the privately supported Magellan telescope, both operational in Chile, and the CMB data will come from the NSF-funded South Pole Telescope, currently under construction.<br/><br/>The key science question of the dark energy has already engaged significant public interest. This research will leverage the scientific productivity of multiple NSF-funded facilities, break new ground in real-time image analysis and observing optimization, directly benefit future large surveys currently in the planning stages, and continue a tradition of graduate and undergraduate student participation."
0.424333,"The proposal seeks funding to begin a research effort on characterizing and extracting galactic dust emissions from the data that will be collected by the NASA-funded Antarctic Long Duration Balloon-borne (LDB) ?E and B Experiment? (EBEX). A leading cosmological paradigm for the beginning and evolution of the Universe posits a period of Inflation shortly after the Big Bang. Inflation generated primordial gravitational waves in the Universe that imprinted a distinct signature called the ""B-mode signal"" on the polarization of the Cosmic Microwave Background (CMB) radiation. This signal is extremely weak, around 100 microKelvins or smaller, and astrophysical foregrounds such as polarized emission from galactic dust and synchrotron radiation swamp the Inflationary signal over most of the sky. The EBEX balloon payload will have the sensitivity to detect the B-mode signal if it is stronger than 1/10 of the current theoretical upper limit. The balloon observations will be carried out in frequency bands between 150 and 410 GHz. The higher end of this band is not accessible from the ground; thus, EBEX can provide valuable information on the properties of galactic dust emissions. This information is critical for all the CMB experiments searching for the Inflationary signal. EBEX is currently awaiting its flight from Antarctica in the austral summer of 2010/2011. The requested funds will be used to support a post-doctoral fellow and a graduate student to work on the characterization and extraction of galactic dust foregrounds from the EBEX data."
0.00987,"This proposal requests funds to permit Dr. So-Young Pi, Department of Physics, Boston University to pursue with Dr. Kwang Sup Soh, Department of Physics, Seoul National University, for a period of 24 months, a program of cooperative research on equilibrium and non-equilibrium quantum field theory in curved space-time in the Schrodinger picture. Quantum field theory will be studied in curved space-times, such as Schwarzschild and Kerr black hole manifolds, Einstein and de Sitter universes, and other anisotropic models which are relevant to the very early universe. This project is particularly relevant to many cosmological models where symmetry breaking and phase transitions induced by temperature change are important. The U. S. and Korean PI's are highly respected scientists who, for several years, have been engaged in complimentary approaches to the solution of problems in the field of this proposal. This project is relevant to the objectives of the U.S.-Korea Cooperative Science Program which seeks to increase the level of cooperation between U.S. and Korean scientists and engineers through the exchange of scientific information, ideas, skills, and techniques and through collaboration on problems of mutual benefit."
0.179278,"Gravitational wave physics is in a historically significant phase at the moment: sensitive gravitational wave detectors such as LIGO inspire us with the prospect of for the first direct detection of gravitational waves, before the decade is out. Analysis of increasingly frequent gravitational wave observations in the period to follow will provide an entirely new source of astrophysical and cosmological information, supplementing the range of information available from different parts of the electromagnetic spectrum and from cosmic ray and neutrino observations.<br/><br/>This research program will develop and implement gravitational wave data analysis, with the unifying theme of analyzing data from different detectors either coherently (with multiple data streams analyzed as a whole) or in coincidence (with each detector's data analyzed separately and then conclusions drawn based on the combination of the results from the different detectors). The research will focus on data from the Laser Interferometer Gravitational-wave Observatory (LIGO) sites in Livingston, LA (LLO) and Hanford, WA (LHO) and the ALLEGRO resonant bar detector in Baton Rouge, LA. The primary focus of the research is on a particular coherent analysis, the search for a stochastic (random) background of gravitational waves akin to the electromagnetic Cosmic Microwave<br/>Background. <br/><br/>This project will have a broad impact on the educational environment at Loyola University New Orleans, a primarily undergraduate university in Louisiana. It will do this directly by incorporating students into the project as research assistants, and also by allowing the PI, as tenure-track faculty member, to remain active in groundbreaking research."
0.089,"Rukmani Vijayaraghavan is awarded an NSF Astronomy and Astrophysics Postdoctoral Fellowship to carry out a program of research and education at the University of Virginia. Galaxies in dense groups and clusters, unlike ordinary field galaxies like the Milky Way, are subject to extreme astrophysical processes that remove their gas and shut down star formation. These processes are far from gentle; many galaxies go through a violent evolutionary phase before settling into their eventual passive gas-poor states. During this phase, star formation and supermassive black hole activity within galaxies can be triggered by strong pressure in the ambient gas. Energy injected by these stars and supermassive black holes can in turn replenish gas lost from galaxies, further continuing this cycle. These processes, mysteriously, operate in the presence of other mechanisms in dense environments that should destroy galactic gas. While there is abundant observational evidence that these processes operate in cluster galaxies, a theoretical understanding of the physics driving the energy cycle in group and cluster galaxies remains elusive. Vijayaraghavan will exploit recent advances in computing and astrophysical software development to carry out a simulations-based investigation into these extreme astrophysical phenomena. She will also run an educational program to promote enthusiasm for computational astrophysics in middle-school-aged girl students. These students will be exposed to the latest scientific developments and techniques in modern astrophysics through computer- and telescope-based activities.<br/><br/>Solving the problem of galaxy evolution in cluster environments requires modeling and disentangling the contribution of multiple simultaneous complex physical phenomena, operating over six orders of magnitude in physical scale. Vijayaraghavan will perform a series of supercomputer simulations using the FLASH code to progressively incorporate multiple physics modules, and use adaptive mesh refinement to focus computational resources on interesting regions. In these simulations, cosmologically realistic red and blue galaxies, including their stellar and gas components, will be allowed to evolve within massive group and cluster environments in the presence of progressively complex physical processes. Based on these simulations, Vijayaraghavan will identify and disentangle the physical mechanisms triggering star formation and black hole activity in cluster galaxies, and investigate the impacts of these processes on cluster galaxy evolution. She will also generate mock observations from simulations to directly compare with radio, optical, and X-ray observations of the hot and cold gas, star formation, and black hole activity in cluster galaxies. This project will use supercomputing resources at the University of Virginia and NSF XSEDE supercomputers. The educational component of this program will be based around summer day camps, where girls will gain an understanding of modern astrophysics through a combination of interactive presentations and hands-on experience with computers and observatory telescopes. The object of these camps will be to inspire girls to pursue careers in STEM fields."
1.68,"As part of the Office of Cyberinfrastructure program to provide advanced computational science resources to the U.S. national computational science community, the Kraken Cray XT5 system at the National Institute for Computational Sciences (NICS) at the University of Tennessee-Knoxville will become the largest memory computational system available for allocation to the NSF computational science and engineering research community. <br/><br/>The Kraken computational system is the most powerful TeraGrid resource at 608 teraflops/s with 66,048 cores in 8,256 nodes. As part of the original acquisition under solicitation 05-525, Kraken is being upgraded to over 99K cores and over 1 petaflop/s of peak performance. With this memory upgrade, which increases 3,840 nodes from 8 GB to 16 GB, all 8,256 nodes will have 16 GB of memory for an aggregate of 132 TB of memory. This uniform configuration will allow researchers to efficiently utilize the entire system for a single application and will add flexibility in scheduling all applications on Kraken. For the most scalable applications that require 16 GB/node, the additional memory will effectively double the size of the largest jobs on the highest performance system in the NSF portfolio.<br/><br/>This memory upgrade will allow users to run simulations at higher resolution by running at larger scale, increase the fidelity of their simulations by allowing for the incorporation of additional physical processes and/or variables, and allow applications that are limited by their total amount of memory to run on fewer nodes. Many large scale computational science applications are limited by the amount of physical memory available on a node and computational researchers expect to increase their memory requirements as the scale of the computations increase. Increasing the amount of available memory will greatly increase the flexibility in running more advanced multi-scale and multi-component applications, including applications such as multidimensional supernova simulations using CHIMERA, astrophysical and cosmological structure formation with ENZO, nanoscale electronics with OMEN, seismic hazard research with the Anelastic Wave Propagation code (AWP-Olsen), and computational chemistry with NWChem and MADNESS. <br/><br/>Broader impacts of this memory enhancement include support for education and outreach via university classes and laboratory workshops at the University of Tennessee-Knoxville, and at Morehouse College and Claflin College. The upgraded system will provide a state-of-the-art platform allowing students to gain experience with multi-core, massively parallel computational techniques."
0.048034,"The goal of this U.S.-Hungarian research project headed by Brian A. Cole of Columbia University and his partner, Gabor Papp of Eotvos University, is to apply perturbative quantum chromodynamics (pQCD) calculations to data from experiments at the Brookhaven Relativistic Heavy Ion Collider (RHIC) facility. This will be accomplished by bringing together a team of U.S. and Hungarian physicists with experimental and theoretical expertise to clarify issues associated with the application of pQCD to the study of nuclear collisions. Their goal is to produce sound baseline calculations against which heavy-ion data can be tested for novel experimental signatures. Results are expected to extend the range of problems for which pQCD can be applied and tested. Success should produce fundamental quantitative information from high-momentum transfer scattering processes and contribute to our understanding of the interaction of quarks with matter. This will interest astrophysicists and cosmologists as well as the nuclear physics community. <br/><br/>This project in theory and heavy ion nuclear science fulfills the program objective of advancing scientific knowledge by enabling experts in the United States and Central Europe to combine complementary talents and share research resources in areas of strong mutual interest and competence. Broader impacts include the introduction of U.S. students and post docs to the international nuclear physics community through work at the Hungarian institution and their direct involvement in the project's efforts to improve the discovery potential of RHIC."
0.278,"Astrophysical observations and cosmological data have led to the unambiguous conclusion that nearly a quarter of the Universe consists of dark matter. The search for dark matter addresses one of the fundamental questions in particle astrophysics. Current models predict that our galaxy is encased in a halo of dark matter. As the Sun orbits around the galaxy and the Earth around the Sun, we expect there to be an annual modulation in the flux of dark matter that passes through the Earth. If the modulation observed by the DAMA experiment in Italy is due to dark matter, an experiment in the Southern Hemisphere with the same target material would expect to observe modulations with the same phase and amplitude. This would be unambiguous evidence for the observation of dark matter. If the modulation is due to an environmental background related to the seasons, it will be opposite in the two hemispheres.<br/><br/>This award will fund an integrated research and education program focused on the development of sodium iodide-(NaI)-based detectors for dark matter physics. The research program consists of three main activities: analysis of data from a 17 kilogram NaI detector currently operating 2500 meters below the surface in the South Pole ice, a systematic study of the characteristics and pulse shape discrimination techniques of NaI detectors, and the simulations and sensitivity studies for a proposed 250 kilogram NaI detector to be mounted in the Southern Hemisphere. <br/><br/>Broader impacts: This award will also fund a series of educational and outreach activities designed to recruit and retain physics majors and physicists in STEM fields by showcasing the wide range of careers available to physicists. A special focus will be given to recruit and retain women, persons with disabilities, and underrepresented minorities in physics."
0.1354,"This award will continue support to Professor Moncrief to carry out mathematical physics studies related to theoretical gravitation. The work to be carried out includes studies of cosmological singularities, the constraint equations for gravitation; and the study of phase space for general relativity. Professor Moncrief is one of the few investigators capable of making progress on the hard mathematical questions which arise from Einstein's theory of gravitation. This research will have important consequences for both theoretical physics and pure mathematics."
0.5,"Proposal #: CNS 08-21132<br/>PI(s): Girvin, Steve M.<br/> Basu, Sarbani; Batista, Victor S.; Ismail-Beigi, Sohrab; Smooke, Mitchell D.<br/>Institution: Yale University <br/> New Haven, CT 06520-8337<br/>Title: MRI/Acq.: Acq. of a High Performance Computational Cluster for Yale University<br/>Project Proposed:<br/>This project, acquiring instrumentation for a large-scale computing system, enables research in the physical, biological, and social sciences, as well as engineering, linguistics, statistics, and many other fields, under the umbrella of a High Performance Computing (HPC) Center. The instrumentation complements the Biomedical HPC center. Supported by the Information Technology Services (ITS), these centers are considered a single virtual unit. This work services 52 research projects from faculty in 22 departments including physical sciences, engineering, linguistics, mathematics, ecology, economics, psychology, statistics, and the biological sciences. The very diverse research covers a wide range of topics from cosmological simulations to climate modeling, to neural circuit networks and simulation of internal dynamics, to economic modeling, to name a few. The research is supported by more than 35 current and more than 20 pending projects. Research computational scientists assist with the instrumentation, teach parallel programming techniques, optimize current code, and write new codes to support individual projects. The diverse needs capable of handling both CPU and memory bound tasks along with substantial mass storage and communication infrastructure will most likely be covered by a large CPU cluster consisting of 350 nodes with 16GB of memory shared by 8 cores per node and a large memory cluster consisting of 28 nodes sharing 7,168 GB memory. This 10-fold more CPUs, increased memory, and mass storage are expected to be heavily utilized and have immediate impact in research and education.<br/><br/>Broader Impacts:<br/>The instrumentation leverages individual research of more than 350 faculty, research and postdoctoral staff, and graduate and undergraduate students. The latter will be able to train and learn how to optimally use such a facility. New courses will be developed for undergraduates focusing on HPC for nanoscale and biological systems. The institutional outreach program involves Howard and Xavier universities. Faculty from these universities will be trained via summer internships and allocated time in the HPC facilities."
0.17994,"The Yale Gravitation Physics Group proposes to study a number of important problems in theoretical General Relativity and relativistic astrophysics. In particular Professor Moncrief plans to continue his investigations of the properties of singularities of large classes of solutions of Einstein's equations. Using both exact analytic and higher order perturbative techniques, he hopes eventually to treat the general case of completely non-symmetric cosmological spacetimes near their curvature singular boundaries and to classify the different types of singularities that may occur. Moncrief has also been studying the dynamical properties of hypothetical self- gravitating cosmic strings and has proposed a numerical method for computing their interactions. He is also continuing to develop a perturbational approach to treating the gravitational radiation produced by astrophysically realistic models of rotating stellar core collapse and studying the possibility of overcharging a magnetically (or dyonically) charged black hole and thereby violating the Cosmic Censorship Conjecture."
0.868404,"AST-0407297<br/>Baltay<br/><br/>This research consists of a large, new, digital sky survey, using the 48-inch telescope at Palomar Observatory, and a new, 112-CCD camera constructed for this purpose. The Palomar-QUEST (PQ) survey is a collaboration between Caltech and Yale primarily, with several other groups involved in various aspects. The ultimate goal is to cover about 15,000 square degrees, reaching to a depth twice that of the Sloan Digital Sky Survey by coadding, but the key distinguishing characteristic of this survey is its synoptic nature, covering the same regions of the sky repeatedly, on time scales ranging from days to years. This survey enables a broad range of science, much of it to be accomplished not by the current investigators but by the rest of the community, once the data are fully available. Specific projects include a large quasar survey, including searches for very high redshift and gravitationally lensed quasars, a search for supernovae, and a study of gamma ray burst afterglows. The survey will draw on the latest advances in information technology, and will be developed in close collaboration with the emerging National Virtual Observatory, so as to assure effective use and dissemination of the massive data sets expected, and their thorough scientific exploitation. The problems of data intensive science are common to many fields of science, industry, and society, so any solutions are expected to be broadly applicable, and to add to the national cyber-infrastructure."
0.087028,"EIA- 0224377<br/>Sun, Xian-He<br/>Illinois Institute of Technology <br/><br/>Title: CISE RR: (Collaborative) DOT--Distributed Optical Testbed to Facilitate the Development of Techniques for Efficient Execution of Distributed Applications <br/><br/>This collaborative proposal with Northwestern University (Taylor, 02-24427) and the University of Chicago (Foster, 02-24187), acquiring data nodes and compute nodes at five sites, contributes to build a Distributed Optical Testbed (DOT). The DOT system, a product of the paradigm shift from large-scale applications running on large parallel systems at single sites to those running on distributed systems, has come about by the availability of high-speed optical networks (E.g., Starlight, TeraGrid 40 Gb/s network, the PacificRail 10 Gb/s network). This shift necessitates techniques that allow applications to efficiently utilize distributed systems. In contrast to parallel systems, these systems must exploit two characteristics:<br/>Heterogeneity of resources (processors and networks) and <br/>Dynamic changes in performance of shared resources, especially wide area networks. <br/>The system, consisting of Linux clusters at six geographically different sites interconnected via two existing research DWDM networks, I-WIRE and OMNInet, involves the following sites: Argonne National Laboratory (ANL), Illinois Institute of Technology (IIT), National Center for Supercomputer Applications (NCSA), Northwester University Chicago Campus (NU-C), Northwestern University Evanston Campus (NU-E), and the University of Chicago (UC). DOT will facilitate the following research activities in the area of distributed applications:<br/>Dynamic Load Balancing (Taylor)<br/>Performance Monitoring and Prediction (Dinda, Sun, Taylor)<br/>Data Management (Choudhary, Foster)<br/>The first activity develops techniques utilizing network performance predictions that take into consideration the heterogeneity of the processors and networks of distributed systems to dynamically balance the load during execution. The second extends performance monitoring, modeling and prediction techniques that have been focused on parallel systems and broadband network to distributed systems with optical networks and different topologies. The last develops techniques that manage the distributed data such that the actual data location is transparent and the data is accessed efficiently. These research activities are driven by three applications that have been parallelized using MPI, such that the applications can be easily ported to DOT:<br/>ENZO, an adaptive cosmological application,<br/>Cactus, an open framework used to solve Einstein's equations, and<br/>AudioVoice, a virtualized distributed audio application with physical simulations that have real-time deadlines and varying computational demands.<br/>Each application presents challenges, which include adaptivity, flexible framework, and simulations with real-time deadlines."
0.991727,"All astrophysical and cosmological data now point convincingly to a large component of Cold Dark Matter (CDM) in the Universe, for which a light axion is a well-motivated candidate. It has long been known that if axions are a primary constituent of the dark matter of our own Milky Way halo, they may be detected through their conversion into a narrow-band microwave signal by an apparatus consisting of a microwave-cavity resonator permeated by a magnetic field. <br/><br/>Since 1996, the Axion Dark Matter eXperiment (ADMX) has been searching for axions, achieving sensitivities well within the band of axion models, excluding masses in the few micro-eV range. With recent technological advances, it is now possible to extend these measurements to higher frequencies. This award will enable the Yale group to join the ADMX collaboration and to build and operate a second microwave cavity experiment, ADMX at High Frequencies (ADMX-HF), to probe the 2-20 GHz (~8 to 80 micro-eV) range. This brackets the mass of the axion which corresponds to saturation of the matter density of the universe (~ 20 micro-eV). ADMX as ""one experiment, two sites"" will thus be able to pursue a two-prong strategy, simultaneously pushing downwards in the axion-photon coupling and upwards in mass.<br/><br/>In Broader Impacts, ADMX has already proven to be a driver of leading-edge technology; NSF supported the development of the near-quantum limited SQUID amplifiers for ADMX more than a decade ago, which quickly spun off to become a critical piece of IARPA's (Intelligence Advanced Research Projects Activity) roadmap in quantum computing. ADMX-HF can similarly be expected to draw from the deep quantum electronics competency at Yale to provide new innovations benefiting basic science and security. The PI has a long history of employing undergraduates to work on his research."
0.2201,"Gaffney, Le and Massey will continue their study of the singularities of complex analytic spaces and mappings. Gaffney will investigate the equisingularity of families of mappings using analytic invariants, extending his results to C- zero finitely determined germs, and he will continue to develop an infinitesimal theory of Whitney equisingularity using integral closure operations. With Massey, he will investigate the correct generalizations of the Le cycles to the complete intersection case. Using blowing up operations, he will study the topology of maps between low dimensional spaces. Le will investigate the relation between algebraic depth and rectified homotopical depth, continuing his study of Lefschetz type theorems for singular spaces. Le also plans to give a new proof of the Le-Ramanujam theorem using vector fields, and he plans to study the canonical decomposition of the local monodromy of complex hypersurfaces and its links with the resolution of singularities and the geometry of polars. Massey will investigate questions concerning a topologically invariant decomposition of a constructible function, the Euler characteristic of the Milnor fibre of f-f(p) at p, and the related question of how the sheaf of vanishing cycles of a map decomposes as a perverse sheaf. The machinery of the derived category should allow for a powerful attack on the structure of non-isolated hypersurface singularities. Understanding singular spaces is important for realistic models of physical phenomena. Perhaps the most widely known singularity is the cosmologists' ""big bang."""
0.125646,"This award is funded under the American Recovery and Reinvestment Act of 2009 (Public Law 111-5).<br/><br/>This project is concerned with a variety of problems related to the construction of normal forms and their various applications to well-posedness of solutions and perturbation theory for classes of integrable nonlinear partial differential equations. It also explores potential applications of these ideas to the dynamics and the spectral geometry of a class of integrable billiard systems. More specifically, it is proposed to study the focusing and defocusing nonlinear Schrodinger equation and the focusing modified Korteweg-de Vries equation. The principal investigator aims to construct various normal forms for these equations in the phase space of square-integrable, 1-periodic functions and in certain spaces of distributions. The analysis of the corresponding frequency maps would eventually lead to new well-posedness results and to various applications to perturbation theory. The principal investigator proposes to establish spectral rigidity of a class of Riemannian manifolds with boundary (known as ""Liouville billiard tables"") by introducing new techniques involving quasimodes and a generalization of the Radon transform. The dynamical properties of the corresponding discrete billiard system will play a crucial role in the proof of the claimed spectral rigidity. <br/><br/>The scope of the project lies in the development of new methods coming from the theory of Hamiltonian systems to fundamental problems in analysis, geometry, and the theory of integrable nonlinear partial differential equations. Many of the results obtained by these methods cannot be obtained by the traditional and more general methods for solving such equations. Beyond applications to well-posedness and perturbation theory, normal forms provide a very detailed description of the solutions via so-called Birkhoff coordinates. The proposed activity would lead to a better understanding of the dynamics and the stability properties of the solutions of a class of nonlinear evolution equations that arise in various physical systems such as water waves, plasma physics, solid-state physics, nonlinear optics, and fluid mechanics. Recent applications of the activity include new results in statistical mechanics (preservation of white noise) and applications to astrophysics, namely, the problem of studying light rays moving on black hole backgrounds in the presence of a cosmological constant."
0.06,"Snowmass 2001 will consider experiments at the highest energies, experiments of exceptional sensitivity, and experiments that explore very high scales through virtual effects; accelerators to address a broad range of scientific opportunities; accelerator research to provide information for knowledgeable decisions about future projects, and accelerator research and technology development for the long term; theory that develops hand-in-hand with experiment and visionary theory that hasn't yet engaged experimental particle physics directly. The workshop will examine accelerator experiments as well as astroparticle, particle astrophysics, and cosmological studies that use natural sources. It will examine the interplay between particle physics and new technologies, and will explore the interactions between particle physics and related fields. <br/> Snowmass 2001 will be a forum for the critical examination of future projects, and will provide crucial community input to the long-range planning activities undertaken by the science funding agencies and the High Energy Physics Advisory Panel. It will be an ideal place for a broad community of scientists to examine initiatives for new accelerators and new detectors that are being developed throughout the world.<br/> The entire request is for funds for education and outreach activities and to subsidize the attendance of students and post-doctoral associates who would otherwise be unable to attend this important meeting."
205.985124,"Phase I activities associated with construction of a deep-ice neutrino detector known as IceCube (for cubic kilometer detector) will be carried out. This is an MREFC project. The activities include: 1) construction of a movable enhanced hot water drill system (EHWDS), including the needed drill camp facilities, suitable for drilling 45 cm diameter, 2.5 km deep holes in the ice at the South Pole at a rate of at least 16 holes per drilling season in a fuel efficient manner requiring 8000 gallons of fuel per hole; 2) construction of specialized detectors for in-ice applications; 3) data acquisition and data handling hardware and software development; 4) system engineering for construction and deployment of the drill system and IceCube detector array; 5) testing of all systems; and 6) establishment of associated management system. This work will be carried out taking into consideration the need to operate this equipment reliably and safely in the extreme Antarctic environment. This Phase I work will set the stage for implementation of the full IceCube construction project for deployment of 80 strings of 64 optical modules (consisting of photomultiplier tubes and associated electronics) each that are to be inserted into the holes drilled using the EHWDS, frozen into the ice, and operated in conjunction with a corresponding data acquisition, data handling, and data analysis system. The IceCube detector array will open a new window on the universe and its origin and evolution by its ability to detect high energy neutrinos from cosmological events. Education will be a part of the overall IceCube project, but is not a part of this Phase I award."
0.026191,"Description: This award supports the US-India cooperative research project entitled <br/>Modeling of Physical Conditions in High Z Protogalaxies. Professors Gary Ferland, University of Kentucky and Raghunathan Srianand, Inter-University Centre for Astronomy and Astrophysics will jointly study star formation activity in proto-galaxies. The research objective is to develop a model of the physical conditions in high redshift proto-galaxies by combining high quality observational data with extensive modeling of the physical conditions. While there is a wealth of observational information, modeling efforts have thus far failed to take into account all of the relevant physical processes simultaneously in a cosmological setting. <br/><br/>The project brings together the unique computer modeling expertise of the US investigator and the extensive observational experience of the Indian investigator. The Inter-University Centre for Astronomy and Astrophysics in Pune is one of India's premier institutions. This joint project will allow computer simulations to directly address questions concerning the origin of galaxies and the establishment of the galactic environment around us today. India's Department of Science and Technology (DST) jointly supports this research under the NSF/DST program."
